"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.1","Answer.10","Answer.10_time","Answer.11","Answer.11_time","Answer.12","Answer.12_time","Answer.13","Answer.13_time","Answer.14","Answer.14_time","Answer.15","Answer.15_time","Answer.16","Answer.16_time","Answer.17","Answer.17_time","Answer.18","Answer.18_time","Answer.19","Answer.19_time","Answer.1_time","Answer.2","Answer.20","Answer.20_time","Answer.21","Answer.21_time","Answer.22","Answer.22_time","Answer.23","Answer.23_time","Answer.24","Answer.24_time","Answer.25","Answer.25_time","Answer.26","Answer.26_time","Answer.27","Answer.27_time","Answer.28","Answer.28_time","Answer.29","Answer.29_time","Answer.2_time","Answer.3","Answer.30","Answer.30_time","Answer.31","Answer.31_time","Answer.32","Answer.32_time","Answer.33","Answer.33_time","Answer.34","Answer.34_time","Answer.35","Answer.35_time","Answer.36","Answer.36_time","Answer.37","Answer.37_time","Answer.38","Answer.38_time","Answer.39","Answer.39_time","Answer.3_time","Answer.4","Answer.40","Answer.40_time","Answer.41","Answer.41_time","Answer.42","Answer.42_time","Answer.43","Answer.43_time","Answer.44","Answer.44_time","Answer.45","Answer.45_time","Answer.46","Answer.46_time","Answer.47","Answer.47_time","Answer.48","Answer.48_time","Answer.49","Answer.49_time","Answer.4_time","Answer.5","Answer.50","Answer.50_time","Answer.51","Answer.51_time","Answer.52","Answer.52_time","Answer.53","Answer.53_time","Answer.54","Answer.54_time","Answer.55","Answer.55_time","Answer.56","Answer.56_time","Answer.57","Answer.57_time","Answer.58","Answer.58_time","Answer.59","Answer.59_time","Answer.5_time","Answer.6","Answer.60","Answer.60_time","Answer.61","Answer.61_time","Answer.62","Answer.62_time","Answer.63","Answer.63_time","Answer.64","Answer.64_time","Answer.65","Answer.65_time","Answer.66","Answer.66_time","Answer.6_time","Answer.7","Answer.7_time","Answer.8","Answer.8_time","Answer.9","Answer.9_time","Answer.start_time","Approve","Reject"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","3MH9DQ757WB0EXU38MVBU4ZVYGYGU5","A10DEO061A6L3O","Approved","Wed Jan 06 21:22:44 PST 2016","Wed Jan 06 21:37:27 PST 2016","Thu Jan 07 21:37:27 PST 2016","2016-01-08 05:41:43 UTC","","","883","100% (1/1)","100% (1/1)","100% (1/1)","C","equal","1452144600087","B","1452144955515","B","1452144448821","equal","1452144673306","C","1452144369861","B","1452145040760","B","1452144865665","C","1452144498260","C","1452144456610","B","1452144469596","1452145014077","C","C","1452144680337","B","1452144872360","equal","1452144440110","C","1452144770146","B","1452144910169","C","1452144727040","C","1452144480118","C","1452144980313","B","1452144415420","C","1452144986724","1452144976492","B","C","1452144970510","C","1452144961851","C","1452144889448","C","1452144994457","C","1452144778017","C","1452144623236","B","1452144990373","C","1452144809141","C","1452144542120","B","1452144918733","1452144914523","C","equal","1452144702374","B","1452145005677","equal","1452144690609","B","1452145010897","B","1452145037125","B","1452144827364","B","1452144787895","C","1452144577059","C","1452144945215","C","1452144747027","1452144958123","B","C","1452144756432","C","1452145000754","B","1452144929138","B","1452144523132","C","1452144902687","B","1452144854373","equal","1452144656742","B","1452144562998","B","1452144424753","C","1452144884856","1452144877784","C","B","1452144845383","B","1452144714424","B","1452144738508","C","1452144589458","C","1452144862019","B","1452144934392","B","1452144533121","1452144836501","C","1452144966053","B","1452144548469","B","1452144794399","1452144290112"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","3TYCR1GOTCIXMO2EP0RZOOJIWFXZLH","A10ZXERA24IG75","Approved","Wed Jan 06 20:34:34 PST 2016","Wed Jan 06 20:40:21 PST 2016","Thu Jan 07 20:40:21 PST 2016","2016-01-08 04:41:43 UTC","","","347","100% (1/1)","100% (1/1)","100% (1/1)","C","equal","1452141358193","B","1452141596694","B","1452141606708","C","1452141599170","B","1452141330064","B","1452141434190","C","1452141565369","C","1452141430981","equal","1452141479946","B","1452141296678","1452141465206","C","C","1452141577358","B","1452141389883","C","1452141362115","C","1452141525534","B","1452141595527","B","1452141585843","C","1452141610744","C","1452141615725","C","1452141446890","C","1452141365327","1452141309337","B","C","1452141438399","C","1452141535798","C","1452141557962","C","1452141290371","C","1452141555235","C","1452141335750","B","1452141592960","C","1452141378238","C","1452141397450","C","1452141467996","1452141562702","equal","B","1452141519524","C","1452141372321","C","1452141370027","C","1452141477378","B","1452141589971","B","1452141587625","B","1452141442784","C","1452141285242","C","1452141601988","C","1452141608964","1452141573473","B","C","1452141513779","B","1452141339753","C","1452141385427","C","1452141470693","C","1452141416188","B","1452141401989","equal","1452141350706","B","1452141375179","B","1452141505568","C","1452141528402","1452141510528","equal","B","1452141293460","C","1452141394561","B","1452141422808","C","1452141515449","C","1452141326057","C","1452141603064","C","1452141411707","1452141426997","C","1452141581274","B","1452141531462","C","1452141407533","1452141276593"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","3NVC2EB65QYG1U2KN8LGEVGZQZ2Y3B","A11S6JA98KWR8E","Approved","Wed Jan 06 20:47:40 PST 2016","Wed Jan 06 21:10:35 PST 2016","Thu Jan 07 21:10:35 PST 2016","2016-01-08 05:11:43 UTC","","","1375","100% (1/1)","100% (1/1)","100% (1/1)","B","equal","1452143020019","equal","1452142941551","B","1452142822803","equal","1452142507847","equal","1452143113613","B","1452142967330","equal","1452143235094","C","1452143260565","C","1452143195823","equal","1452143009838","1452142850166","C","C","1452143355319","B","1452143032177","equal","1452143292768","C","1452143298163","B","1452143080215","C","1452143110551","C","1452143360065","C","1452143325434","C","1452142811901","C","1452143119607","1452142724084","B","C","1452142913465","C","1452143015294","C","1452143375458","C","1452142905797","C","1452143191282","equal","1452143420855","B","1452143087161","C","1452142697462","C","1452143207240","equal","1452142952919","1452143330938","equal","B","1452142562020","B","1452142791775","C","1452142747634","B","1452143225954","C","1452143204058","equal","1452143009829","equal","1452142842864","equal","1452143170797","equal","1452143069748","C","1452143289003","1452142831275","B","C","1452143267500","equal","1452143408756","B","1452143431023","B","1452142644038","equal","1452142864856","B","1452142883314","B","1452142770905","B","1452142801942","B","1452143275694","C","1452142621457","1452143138277","equal","equal","1452143027096","B","1452143058950","B","1452142527835","C","1452142889100","C","1452143425511","B","1452143252040","B","1452143185544","1452143270315","C","1452143352522","equal","1452143328167","B","1452143131780","1452142475322"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","3WT783CTPBG81M5S69IXZNMSB3XCB8","A12ZPHBEIHN8U7","Approved","Wed Jan 06 20:37:44 PST 2016","Wed Jan 06 20:56:12 PST 2016","Thu Jan 07 20:56:12 PST 2016","2016-01-08 04:56:43 UTC","","","1108","100% (1/1)","100% (1/1)","100% (1/1)","C","equal","1452142522945","B","1452142416901","equal","1452142424816","B","1452142221068","equal","1452142230109","C","1452142152059","equal","1452142164411","equal","1452142537856","C","1452142374911","B","1452142261164","1452142532779","equal","C","1452142431222","B","1452142485949","B","1452142428968","C","1452142324449","B","1452142273879","C","1452142407215","C","1452142132246","C","1452142461986","C","1452142226924","B","1452142142914","1452142292335","B","C","1452142124789","B","1452142092090","C","1452142309901","B","1452142556658","C","1452142478653","B","1452142454513","B","1452142284038","C","1452142494625","C","1452142303851","equal","1452142343872","1452142400313","C","C","1452142510799","B","1452142392477","C","1452142237052","equal","1452142466077","C","1452142507794","B","1452142449296","C","1452142364637","B","1452142498476","C","1452142360935","equal","1452142255381","1452142519925","B","C","1452142483079","C","1452142178510","B","1452142248961","B","1452142353288","C","1452142370160","equal","1452142213674","equal","1452142382740","B","1452142544838","B","1452142318153","equal","1452142335676","1452142421672","equal","B","1452142412662","equal","1452142331621","B","1452142299424","C","1452142549126","equal","1452142529059","equal","1452142313972","C","1452142502986","1452142385259","C","1452142472914","equal","1452142241244","B","1452142469944","1452142075783"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","3BXQMRHWKZX067QPJPT679JSU2AMUJ","A138BU1VWM2RKN","Approved","Wed Jan 06 21:44:58 PST 2016","Wed Jan 06 21:53:01 PST 2016","Thu Jan 07 21:53:01 PST 2016","2016-01-08 05:56:44 UTC","","","483","100% (1/1)","100% (1/1)","100% (1/1)","equal","equal","1452145869006","C","1452146002296","B","1452145953765","B","1452146030945","B","1452146148984","B","1452146048309","C","1452145947806","equal","1452146279504","B","1452145874799","equal","1452146265669","1452146249256","B","C","1452146118171","B","1452145965964","equal","1452146205488","B","1452146095845","equal","1452146223437","C","1452146082982","C","1452146238954","C","1452146200111","C","1452146190515","C","1452146245705","1452145889115","B","C","1452146212771","C","1452146076515","C","1452146155648","B","1452146085757","C","1452146275137","equal","1452145942149","B","1452145993885","C","1452146070413","C","1452146169417","B","1452145863323","1452146289698","C","equal","1452146217822","C","1452146026138","B","1452145866634","equal","1452146163075","equal","1452146103029","B","1452145862017","C","1452145925728","C","1452146176778","equal","1452145910326","B","1452146042403","1452145935426","C","C","1452146259978","B","1452146312555","B","1452146125883","C","1452145864247","B","1452145860957","B","1452145973310","C","1452146056921","B","1452146107581","B","1452146284236","B","1452145859828","1452146088933","B","equal","1452146304562","B","1452146232739","B","1452146132668","B","1452146035540","C","1452146299747","B","1452145876834","B","1452146140969","1452146193943","C","1452146008716","B","1452146254664","B","1452146014170","1452145842323"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","308Q0PEVB8CGQWCV0Z0NJKPX08G9IZ","A149MN8UN8O976","Submitted","Wed Jan 06 21:34:20 PST 2016","Thu Jan 07 18:38:07 PST 2016","Fri Jan 08 18:38:07 PST 2016","","","","75827","0% (0/0)","0% (0/0)","0% (0/0)","C","equal","1452219941963","B","1452219945665","B","1452220145990","B","1452219953543","B","1452220007092","C","1452219707766","equal","1452220148892","B","1452220586881","equal","1452219664853","B","1452220476125","1452219804535","C","equal","1452220198767","B","1452219916359","equal","1452220588928","C","1452219852558","B","1452220194847","B","1452219939139","C","1452219822648","C","1452220351185","equal","1452219796344","B","1452219885143","1452219837790","B","C","1452219801963","B","1452220594542","C","1452220485730","B","1452219831312","C","1452220003756","B","1452220690317","B","1452219877628","C","1452220574966","C","1452220705901","B","1452220157983","1452220614301","equal","equal","1452219934297","B","1452220609179","equal","1452220017751","B","1452219828618","equal","1452220578809","C","1452220175404","B","1452219728261","C","1452219927954","B","1452219999362","B","1452219992957","1452220489043","B","C","1452220700628","B","1452219903753","B","1452220526697","B","1452220336635","equal","1452219688014","C","1452220606539","equal","1452220024659","C","1452220518298","B","1452220695963","B","1452220504507","1452220161615","equal","B","1452219844010","C","1452220683168","B","1452219880940","C","1452219739994","C","1452219922806","B","1452220031112","C","1452219849321","1452220345987","C","1452219736135","equal","1452220013600","B","1452220481691","1452219652346"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","336YQZE83VDJLS0AIOLYZXRCVLH5MK","A15781PHGW377Y","Submitted","Wed Jan 06 21:18:19 PST 2016","Wed Jan 06 23:15:19 PST 2016","Thu Jan 07 23:15:19 PST 2016","","","","7020","0% (0/0)","0% (0/0)","0% (0/0)","C","C","1452148451729","C","1452148392564","C","1452146822223","C","1452146067488","C","1452149557462","B","1452147569807","B","1452149408373","equal","1452147154009","equal","1452146531586","B","1452147463839","1452150488329","equal","C","1452150714491","B","1452149718710","B","1452148442719","B","1452149655540","B","1452147022714","B","1452146154126","B","1452146025507","C","1452150793094","B","1452150195454","B","1452149503934","1452150345792","B","C","1452149758473","B","1452149117426","B","1452145592661","B","1452149932988","C","1452150416587","B","1452150300285","B","1452149940876","C","1452149401043","equal","1452147105436","B","1452145676063","1452147298498","equal","B","1452148685487","B","1452147536621","equal","1452150836851","B","1452150041242","B","1452148177618","B","1452149739479","B","1452146739402","B","1452146951370","C","1452150330486","C","1452150861694","1452147355657","B","C","1452149576225","C","1452150409032","B","1452149678212","B","1452149040066","C","1452149389884","C","1452148152813","B","1452147499669","B","1452146605884","B","1452149194735","B","1452147428073","1452147237069","B","B","1452150707073","C","1452150690574","B","1452150441699","C","1452149417304","C","1452147480309","C","1452151012107","B","1452146441207","1452150211447","C","1452148703411","B","1452148361327","B","1452147191397","1452145459493"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","3L2IS5HSFAH6OPBPVQ86KO8SZSJNUJ","A17J1CE7N49Z9D","Approved","Wed Jan 06 20:44:05 PST 2016","Wed Jan 06 20:48:55 PST 2016","Thu Jan 07 20:48:55 PST 2016","2016-01-08 04:51:43 UTC","","","290","100% (1/1)","100% (1/1)","100% (1/1)","C","C","1452142070452","B","1452141985719","equal","1452141980469","C","1452142081621","B","1452141923224","C","1452142114739","equal","1452142094938","equal","1452142127857","B","1452142061455","B","1452142085251","1452142114707","equal","C","1452142110720","B","1452141991886","equal","1452142077610","C","1452142072587","C","1452142023193","C","1452141960342","C","1452142041396","B","1452142104205","C","1452142123862","C","1452142075210","1452142030492","B","C","1452142121192","C","1452142081586","C","1452142047283","C","1452142027324","equal","1452142077638","B","1452142104169","B","1452142106978","C","1452142082795","C","1452142065163","B","1452141996844","1452142032819","C","B","1452142053147","B","1452142087620","C","1452141939439","equal","1452141976462","equal","1452141966622","C","1452142116897","C","1452142039597","C","1452142116930","C","1452142075178","equal","1452142001612","1452142019702","B","C","1452142100761","C","1452142075237","C","1452142091298","C","1452142036444","C","1452141918113","B","1452141902076","C","1452142121231","C","1452142100793","B","1452142107009","C","1452142096649","1452142010556","equal","B","1452141931784","B","1452142013749","B","1452142061427","B","1452142088707","C","1452141951567","B","1452142067659","equal","1452142127887","1452142029219","B","1452142010611","B","1452142088979","C","1452142123833","1452141877973"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","345LHZDEDXRZKLIFD7ORBAAMUBSU3A","A18I566TMVVSFQ","Approved","Wed Jan 06 20:57:44 PST 2016","Wed Jan 06 21:04:23 PST 2016","Thu Jan 07 21:04:23 PST 2016","2016-01-08 05:06:43 UTC","","","399","100% (1/1)","100% (1/1)","100% (1/1)","C","equal","1452142972231","C","1452142810874","equal","1452142955620","C","1452142843607","C","1452142708666","B","1452142736478","equal","1452142964889","B","1452142694151","C","1452142885223","B","1452142862340","1452143014879","B","C","1452143035909","B","1452142763810","equal","1452142865957","C","1452142785193","B","1452142768578","C","1452143042909","C","1452142882591","C","1452142997465","C","1452142745045","C","1452142706084","1452142750951","B","C","1452143039086","C","1452142853621","C","1452143011614","B","1452142775553","C","1452142926731","equal","1452142888087","B","1452142804953","C","1452143032770","C","1452142868411","B","1452142939026","1452142894145","equal","B","1452142914288","B","1452142822301","C","1452143051898","C","1452142802075","B","1452142909317","C","1452142725120","C","1452142970264","equal","1452142829288","C","1452142990740","C","1452143001248","1452143003682","B","C","1452142942944","B","1452142702256","B","1452142757661","C","1452142936103","C","1452142898709","B","1452143064870","B","1452142959447","B","1452142790154","B","1452142876386","B","1452142986109","1452143007404","equal","B","1452142948970","C","1452142923637","B","1452142952926","C","1452143057888","C","1452143045948","B","1452142714827","B","1452142839099","1452142870747","C","1452142891434","equal","1452142901655","B","1452142730176","1452142682502"
"32FESTC2NGPLA1G4GYTRGUIXFXICUV","31SXY3N7KDW6A2L1YJPS0IH1A5R0BQ","Which point is closer?","Given 3 points A,B,C choose if B or C is closer to A for different coordinate systems","academic, research, categorization","$4.00","Wed Jan 06 20:23:46 PST 2016","100","BatchId:2220759;","86400","86400","Sat Jan 09 20:23:46 PST 2016","","","3R0T90IZ1SB4S3D3MVAB0YDPRGPCGP","A1945USNZHTROX","Approved","Wed Jan 06 20:38:40 PST 2016","Wed Jan 06 21:04:12 PST 2016","Thu Jan 07 21:04:12 PST 2016","2016-01-08 05:06:43 UTC","","","1532","100% (433/433)","100% (1/1)","100% (1/1)","C","equal","1452143101999","B","1452142199148","C","1452142587558","B","1452143068033","B","1452143042253","B","1452142349154","equal","1452142079273","equal","1452141950137","equal","1452142153295","equal","1452142807077","1452143084669","C","B","1452141853684","B","1452142850525","B","1452142713193","C","1452143126382","B","1452142107226","B","1452142599462","C","1452143052060","C","1452142327568","C","1452142846957","C","1452143019327","1452142913244","B","C","1452142701213","C","1452143032420","C","1452142811107","C","1452142331924","C","1452142508733","B","1452142031409","B","1452142319387","C","1452141770057","C","1452142801007","C","1452142594085","1452142323054","B","equal","1452143090092","B","1452141807817","equal","1452142734716","B","1452142937231","B","1452142401435","B","1452142823363","B","1452143063321","B","1452141923223","C","1452142523464","C","1452142407598","1452143009137","B","C","1452141800324","B","1452142432312","B","1452142831332","B","1452142338710","C","1452143122841","C","1452142178831","equal","1452142002528","B","1452143094224","B","1452142946649","C","1452143081158","1452143106552","B","B","1452142859208","B","1452141830960","B","1452142419592","C","1452143049106","C","1452141779060","B","1452142796301","B","1452143024604","1452142535248","C","1452142188538","C","1452141939293","B","1452142145758","1452141738120"
